Format,AiM CSV File,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142.45,50.3145,14,-0.4282,-0.1444,0.5284,114.3149,-17.0368,115.9749,0.0029,0.08,47.003,38.74793747,-90.50622512,11.5,14,15,12,11,17,9,20,18,130.7,14.6,12.5,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,5789,4.93,53,27.1,69.63,48.58,10,1,0,48.09,-12.4,3,1,3,0,0,0,0.8,0,0.8,0,50.2,185.2,0,68,68,3,4,50,-7388,-21,-195,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,101,100,100,100
142.5,49.7505,14,-0.5332,-0.185,0.5337,112.9119,-21.33,115.9774,0.0029,0.085,37.1216,38.74793517,-90.50621771,11.5,14,15,12,10,17,10,19,19,130.27,14.6,12.5,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,5460,4.9,52,26.1,69.63,47.84,10,1,0,48.23,-12.4,3,1,3,0,0,0,0.8,0,0.8,0,50.2,185.2,0,68,68,3,4,50,-7718,0,1419,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,101,100,100,100
142.55,49.5102,14,-0.5295,-0.234,0.5369,110.3129,-21.3199,115.9812,0.0029,0.0975,36.9597,38.74793321,-90.50621022,11.5,14,14,14,11,17,10,19,18,129.84,14.6,12.5,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,5023,4.9,50,25.2,69.63,48.5,10,1,0,47.96,-12.4,3,1,3,0,0,0,0.8,0,0.8,0,50.2,185.2,0,68,68,3,4,50,-8091,0,2961,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100.96,100,100,100
142.6,49.5996,14,-0.6823,-0.2643,0.5385,108.6216,-27.7056,115.9967,0.0029,0.1,28.4926,38.74793145,-90.50620261,11.5,14,14,14,11,18,9,19,18,129.4,14.6,12.5,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,4630,4.9,48,24.4,69.63,49.7,10,1,0,48.02,-12.39,3,1,3,0,0,0,0.7,0,0.8,0,50.3,185.3,0,68,68,3,4,50,-8035,355,1192,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100.91,100,100,100
142.65,49.2322,14,-0.9375,-0.2549,0.5381,107.2195,-38.4413,115.9988,0.0029,0.0925,20.3832,38.74792976,-90.50619504,11.5,13,13,13,12,19,9,18,18,128.97,14.6,12.5,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,4295,4.9,47,23.7,69.63,52.09,10,1,0,48.39,-12.38,3,1,3,0,0,0,0.7,0,0.7,0,50.4,185.4,0,68,68,3,4,50,-7942,740,-864,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100.9,100,100,100
142.7,48.3495,14,-0.8828,-0.2958,0.5981,106.0312,-36.5405,116.0215,0.0029,0.1,21.059,38.74792815,-90.50618769,11.5,14,14,13,10,18,8,19,16,128.54,14.6,12.5,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,3955,4.9,45,22.7,69.63,56.45,10,1,0,48.54,-12.38,3,1,3,0,0,0,0.7,0,0.7,0,50.5,185.5,0,68,68,3,4,50,-7716,416,154,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100.9,100,100,100
142.75,48.069,14,-0.8169,-0.3595,0.7523,104.1035,-34.2098,116.0676,0.0029,0.115,22.3632,38.74792681,-90.50618026,11.5,14,14,13,11,18,9,19,17,128.11,14.6,12.5,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,3601,4.9,44,21.6,69.63,60.97,10,1,0,48.46,-12.39,3,1,3,0,0,0,0.7,0,0.7,0,50.6,185.6,0,68,68,3,4,50,-7478,31,1439,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100.9,100,100,100
142.8,47.5581,15,-0.9363,-0.3504,0.8,101.4519,-39.7509,116.0903,0.0029,0.13,19.0414,38.74792592,-90.50617277,11.5,14,15,14,11,18,9,20,18,127.68,14.6,12.5,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,3200,4.9,43,20.5,69.63,65.31,10,1,0,48.27,-12.4,3,1,3,0,0,0,0.7,0,0.7,0,50.7,185.7,0,68,68,3,4,50,-7042,-237,2370,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100.9,100,100,100
142.85,46.7929,14,-1.0819,-0.3581,0.8964,100.0361,-46.572,116.1259,0.0029,0.1375,15.991,38.747925,-90.50616534,11.5,14,15,13,10,18,10,20,18,127.25,14.6,12.5,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,2915,4.9,41,19.6,69.63,69.46,10,1,0,47.97,-12.4,3,1,3,0,0,0,0.7,0,0.6,0,50.8,185.8,0,68,68,3,4,50,-6589,-494,3269,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100.9,100,100,100
142.9,45.3624,14,-1.1448,-0.4258,1.0445,98.3799,-49.9876,116.1656,0.0029,0.16,14.4429,38.74792434,-90.50615826,11.5,15,15,14,10,18,9,19,18,126.82,14.6,12.5,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,2758,4.9,41,18.8,69.63,74.07,10,1,0,47.87,-12.4,3,1,3,0,0,0,0.7,0,0.6,0,50.9,185.9,0,68,68,3,4,50,-5523,-515,2277,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100.9,100,100,100
142.95,44.0823,14,-1.0904,-0.5085,1.1598,95.3539,-48.4449,116.202,0.0029,0.1675,14.4823,38.74792396,-90.50615135,11.5,15,15,15,11,18,8,19,18,126.39,14.6,12.5,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,2599,4.9,41,18.5,69.63,76.77,10,1,0,47.96,-12.4,3,1,3,0,0,0,0.7,0,0.6,0,51,186,0,68,68,3,4,50,-4403,-515,1121,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100.9,100,100,100
143,43.5402,14,-1.1154,-0.5171,1.2361,91.9646,-50.6017,116.226,0.0029,0.16,13.6945,38.74792402,-90.50614433,11.5,14,14,12,10,18,8,19,19,125.95,14.6,12.5,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,2289,4.9,41,18,69.63,80.21,10,1,0,48.08,-12.4,3,1,3,0,0,0,0.7,0,0.6,0,51.1,186.1,0,68,68,3,4,50,-1909,7761,3747,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100.9,100,100,100
143.05,42.9975,14,-1.1508,-0.4855,1.1851,89.7022,-53.3308,116.2387,0.0029,0.1375,12.8317,38.74792427,-90.50613746,11.5,14,13,12,10,18,8,19,19,125.52,14.6,12.5,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,2200,6.83,42,18,69.63,83.29,9,1,0,48.23,-12.4,3,1,3,0,0,0,0.6,0,0.6,0,51.1,186.1,0,68,68,3,4,50,705,16756,6703,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.3,100,100.9,100,100,100
143.1,42.5601,14,-1.1213,-0.5077,1.2752,86.5062,-53.0549,116.2617,0.0029,0.13,12.7672,38.74792486,-90.50613076,11.5,14,12,13,10,17,9,19,18,125.09,14.6,12.5,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,2168,9.85,42,18,69.63,85.43,9,1,0,48.48,-12.4,3,1,3,0,0,0,0.6,0,0.6,0,51.2,186.2,0,68,68,3,4,50,5094,11210,1855,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.1,100,100.9,100,100,100
143.15,41.992,14,-1.0865,-0.5324,1.3223,82.9888,-52.5591,116.2813,0.0029,0.1375,12.7157,38.74792572,-90.50612424,11.5,14,12,12,10,18,9,19,17,124.66,14.6,12.5,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,2763,10.38,43,18,69.63,84.44,9,1,0,48.83,-12.4,3,1,3,0,0,0,0.6,0,0.6,0,51.3,186.3,0,68,68,3,4,50,9637,4400,-3671,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.56,100,100.9,100,100,100
143.2,40.4405,14,-1.061,-0.5645,1.3108,81.0068,-52.5559,116.2793,0.0029,0.14,12.2466,38.74792663,-90.506118,11.5,15,13,13,10,17,9,19,18,124.23,14.6,12.5,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,3838,13.07,48,21.1,69.63,79.32,8,1,0,48.92,-12.39,3,1,3,0,0,0,0.5,0,0.6,0,51.4,186.4,0,68,68,3,4,50,10000,3153,-2591,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.51,100,100.9,100,100,100
143.25,38.4978,14,-1.0397,-0.5193,1.3206,80.027,-52.8242,116.2783,0.0029,0.145,11.5991,38.74792748,-90.50611214,11.5,14,14,14,11,17,9,19,18,123.8,14.6,12.5,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,4833,14.4,53,24.2,69.63,72.74,9,1,0,48.75,-12.38,3,1,3,0,0,0,0.5,0,0.5,0,51.5,186.5,0,68,68,3,4,50,10000,2389,-937,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.46,100,100.9,100,100,100
143.3,37.2804,14,-1.0691,-0.5012,1.2235,78.26,-55.6334,116.2649,0.0029,0.16,10.6651,38.74792847,-90.50610646,11.5,15,14,14,11,17,9,19,18,123.37,14.6,12.5,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,5059,14.96,55,25.1,69.63,69.73,10,1,0,48.81,-12.38,3,1,3,0,0,0,0.5,0,0.5,0,51.6,186.6,0,68,68,3,4,50,3663,6518,-1006,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.41,100,100.9,100,100,100
143.35,36.8165,14,-1.0608,-0.5097,1.228,74.251,-56.5354,116.2775,0.0029,0.16,10.3644,38.74792997,-90.50610095,11.5,15,14,14,11,17,10,19,18,122.94,14.6,12.5,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,4946,18.86,54,24.9,69.63,70.73,9,1,0,49.07,-12.39,3,1,3,0,0,0,0.5,0,0.5,0,51.7,186.7,0,68,68,3,4,50,-3378,11191,-1265,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.4,100,100.9,100,100,100
143.4,36.4979,14,-1.1147,-0.4914,1.256,69.6355,-60.9136,116.2886,0.0029,0.16,9.5362,38.74793188,-90.50609549,11.5,15,14,14,11,17,10,19,19,122.5,14.6,12.5,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,5032,21.22,56,25.1,69.63,73.03,9,1,0,49.14,-12.4,3,1,3,0,0,0,0.5,0,0.5,0,51.8,186.8,0,68,68,3,4,50,-2606,12511,2261,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.4,100,100.9,100,100,100
143.45,35.8962,14,-1.282,-0.3736,1.1799,66.1579,-71.8013,116.2797,0.0029,0.1675,7.9568,38.74793385,-90.50609051,11.5,14,13,14,10,18,8,19,17,122.07,14.6,12.5,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,5172,32.81,60,25.3,69.63,79.41,8,1,0,49.01,-12.4,3,1,3,0,0,0,0.6,0,0.5,0,51.9,186.9,0,68,68,3,4,50,-1154,13539,6117,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.7,100,100.9,100,100,100
143.5,35.502,14,-1.4315,-0.2148,1.1373,63.1058,-81.717,116.2756,0.0029,0.155,6.9145,38.74793602,-90.50608563,11.5,14,13,14,10,19,8,18,17,121.64,14.6,12.5,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,5354,38.31,64,25.7,69.63,84.75,8,1,0,48.89,-12.4,3,1,3,0,0,0,0.7,0,0.5,0,52,187,0,68,68,3,4,50,-1868,8419,2642,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.9,100,100.9,100,100,100
143.55,35.2034,14,-1.4475,-0.0393,1.1331,59.7574,-83.6236,116.2856,0.0029,0.15,6.7,38.74793834,-90.50608084,11.5,15,14,13,10,19,8,19,18,121.21,14.6,12.5,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,5505,39.34,65,26.1,69.63,86.62,9,1,0,48.76,-12.4,3,1,3,0,0,0,0.7,0,0.5,0,52,187,0,68,68,3,4,50,-2770,2765,-1471,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.73,100,100.9,100,100,100
143.6,35.0165,14,-1.3427,0.1752,1.1299,55.4636,-77.8508,116.288,0.0029,0.15,7.1586,38.74794101,-90.50607635,11.5,13,14,12,11,20,8,19,17,120.78,14.6,12.5,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,5425,39.49,64,25.8,69.63,87.42,9,1,0,48.81,-12.4,3,1,3,0,0,0,0.6,0,0.5,0,52.1,186.9,0,68,68,3,4,50,-2135,1012,-1445,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.63,100,100.9,100,100,100
143.65,35.3229,14,-1.1793,0.2992,1.0801,51.4309,-67.8269,116.2941,0.0029,0.14,8.2885,38.74794397,-90.50607208,11.6,13,14,12,11,20,9,19,17,120.35,14.6,12.5,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,5240,39.59,63,25.4,69.63,87.82,9,1,0,49.02,-12.4,3,1,3,0,0,0,0.6,0,0.6,0,52.2,186.8,0,68,68,3,4,50,-1366,-402,-1060,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.56,100,100.9,100,100,100
143.7,35.8111,14,-0.9688,0.2838,0.9196,48.0044,-54.9707,116.2692,0.0029,0.135,10.3683,38.74794715,-90.50606794,11.6,14,14,12,11,19,9,19,18,119.92,14.6,12.5,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,5099,39.78,63,25.2,69.63,88.2,9,1,0,49.02,-12.4,3,1,3,0,0,0,0.6,0,0.6,0,52.3,186.7,0,68,68,3,4,50,-1090,3860,-1738,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.51,100,100.9,100,100,100
143.75,36.5308,14,-0.7624,0.2315,0.7891,44.8736,-42.6988,116.2525,0.0029,0.1225,13.6164,38.74795053,-90.50606388,11.6,14,14,12,11,19,8,19,18,119.49,14.6,12.5,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,5037,40.17,62,25,69.63,88.41,9,1,0,48.82,-12.4,3,1,3,0,0,0,0.6,0,0.6,0,52.4,186.6,0,68,68,3,4,50,-857,8615,-2509,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.43,100,100.9,100,100,100
143.8,37.2197,13,-0.5766,0.2474,0.7379,42.687,-31.9374,116.2538,0.0029,0.1,18.5478,38.74795419,-90.50605988,11.6,15,14,13,10,19,8,19,17,119.05,14.6,12.6,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,5091,42.32,62,25.1,69.63,88.85,9,1,0,48.77,-12.39,3,1,3,0,0,0,0.6,0,0.6,0,52.5,186.5,0,68,68,3,4,50,-774,4857,-3044,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.33,100,100.9,100,100,100
143.85,37.5517,15,-0.4776,0.2972,0.7042,42.6284,-26.1441,116.2578,0.0029,0.09,22.86,38.74795763,-90.50605582,11.6,14,14,14,10,18,9,19,16,118.62,14.6,12.6,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,5232,42.59,63,25.5,69.63,88.91,9,1,0,48.86,-12.36,3,1,3,0,0,0,0.6,0,0.6,0,52.6,186.4,0,68,68,3,4,50,-704,360,-3558,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.26,100,100.9,100,100,100
143.9,37.9332,14,-0.3914,0.2916,0.6814,44.1898,-21.1318,116.2663,0.0029,0.085,28.5696,38.74796097,-90.50605147,11.6,14,14,12,11,18,9,19,18,118.19,14.6,12.6,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,5227,42.88,63,25.4,69.63,89.47,9,1,0,48.78,-12.36,3,1,3,0,0,0,0.6,0,0.6,0,52.7,186.3,0,68,68,3,4,50,390,8748,-170,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.21,100,100.9,100,100,100
143.95,38.4078,14,-0.313,0.2489,0.5947,44.5865,-16.6691,116.2526,0.0029,0.08,36.6715,38.74796439,-90.50604713,11.6,14,15,13,11,18,9,19,19,117.45,14.6,12.6,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,5261,43.64,63,25.4,69.63,89.4,9,1,0,48.56,-12.39,3,1,3,0,0,0,0.6,0,0.6,0,52.8,186.2,0,68,68,3,4,50,1572,18257,3557,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.96,100,100.94,100,100,100
144,38.5806,14,-0.2381,0.2241,0.4612,41.5387,-12.5322,116.2321,0.0029,0.09,48.9964,38.74796809,-90.50604318,11.6,15,15,14,11,17,9,19,18,116.57,14.6,12.6,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,5451,57.5,69,25.8,69.63,91.07,10,1,0,48.48,-12.4,3,1,3,0,0,0,0.6,0,0.6,0,52.9,186.1,0,68,68,3,4,50,1965,10624,2318,0,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.41,100,100.99,100,100,100
144.05,38.8866,14,-0.2218,0.2038,0.4567,39.1165,-11.5564,116.2343,0.0029,0.09,53.5549,38.74797198,-90.50603933,11.6,14,14,14,10,18,9,19,17,115.69,14.6,12.6,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,5546,58.88,70,26,69.63,92.01,10,1,0,48.55,-12.4,3,1,3,0,0,0,0.6,0,0.6,0,52.9,186.1,0,68,68,3,4,50,2288,1501,648,0,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.03,100,101,100,100,100
144.1,39.4133,14,-0.2794,0.2112,0.4053,38.4544,-14.4239,116.2287,0.0029,0.09,43.4892,38.74797591,-90.50603542,11.5,14,14,13,10,18,9,19,18,114.81,14.6,12.6,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,5476,58.9,70,26,69.63,91.76,10,1,0,48.62,-12.4,3,1,3,0,0,0,0.6,0,0.6,0,53,186,0,68,68,3,4,50,3470,2190,41,0,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.93,100,101,100,100,100
144.15,40.0125,14,-0.3465,0.2445,0.3293,37.981,-17.7185,116.2173,0.0029,0.09,35.9409,38.7479799,-90.50603142,11.5,13,13,12,9,17,10,18,19,113.93,14.6,12.6,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,5553,59.08,71,26,69.63,91.77,9,1,0,48.71,-12.4,3,1,3,0,0,0,0.6,0,0.6,0,53.1,185.9,0,68,68,3,4,50,4726,3732,-474,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.83,100,101,100,100,100
144.2,40.4677,14,-0.3518,0.2957,0.2406,37.5522,-17.8009,116.2082,0.0029,0.09,36.1816,38.74798397,-90.50602754,11.5,13,14,13,10,18,9,19,19,113.05,14.6,12.5,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,5738,59.47,71,26.6,69.63,91.38,9,1,0,48.71,-12.4,3,1,3,0,0,0,0.7,0,0.6,0,53.2,185.8,0,68,68,3,4,50,2128,1845,431,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.73,100,101,100,100,100
144.25,40.9403,14,-0.2746,0.3339,0.2041,36.9598,-13.7184,116.2027,0.0029,0.09,47.497,38.7479882,-90.50602366,11.5,13,14,13,11,18,9,19,19,112.17,14.6,12.5,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,5681,59.59,70,26.5,69.63,91.71,9,1,0,48.64,-12.4,3,1,3,0,0,0,0.7,0,0.6,0,53.3,185.7,0,68,68,3,4,50,-806,-340,1460,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.63,100,101,100,100,100
